Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Height,Weight,BMI
716,Xerneas,페어리,,['Fairy Aura'],126,131,95,131,98,99,680,113.33333333333331,16.131404843417148,6.0,Slow,1250000,1.0,45,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,3.0,215.0,23.9
717,Yveltal,악,비행,['Dark Aura'],126,131,95,131,98,99,680,113.33333333333331,16.131404843417148,6.0,Slow,1250000,1.0,45,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,5.8,203.0,6.0
718,Zygarde,드래곤,땅,['Aura Break'],108,100,121,81,95,95,600,100.0,12.355835328567093,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,5.0,305.0,12.2
718,Zygarde 10%,드래곤,땅,"['Aura Break', 'Power Construct']",54,100,71,61,85,115,486,81.0,21.455380055672126,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.2,33.5,23.3
718,Zygarde Complete,드래곤,땅,"['Aura Break', 'Power Construct']",216,100,121,91,95,85,708,118.0,45.24746770078225,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,4.5,610.0,30.1
719,Mega Diancie,바위,페어리,['Magic Bounce'],50,160,110,160,110,110,700,116.66666666666669,37.26779962499649,6.0,Slow,1250000,1.0,3,1.0,1.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,1.1,27.8,23.0
719,Diancie,바위,페어리,['Clear Body'],50,100,150,100,150,50,600,100.0,40.8248290463863,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,0.7,8.8,18.0
720,Hoopa,에스퍼,고스트,['Magician'],80,110,60,150,130,70,600,100.0,32.65986323710904,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,0.5,9.0,36.0
720,Hoopa Unbound,에스퍼,악,['Magician'],80,160,60,170,130,80,680,113.33333333333331,42.295258468165066,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,6.5,490.0,11.6
721,Volcanion,불꽃,물,['Water Absorb'],80,110,120,130,90,70,600,100.0,21.602468994692867,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.25,1.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,1.7,195.0,67.5
722,Rowlet,풀,비행,"['Long Reach', 'Overgrow']",68,55,55,50,50,42,320,53.333333333333336,7.866949147470631,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,1.5,16.7
723,Dartrix,풀,비행,"['Long Reach', 'Overgrow']",78,75,75,70,70,52,420,70.0,8.54400374531753,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,16.0,32.7
724,Decidueye,풀,고스트,"['Long Reach', 'Overgrow']",78,107,75,100,100,70,530,88.33333333333333,14.383632673594278,7.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.6,36.6,14.3
725,Litten,불꽃,,"['Blaze', 'Intimidate']",45,65,40,60,40,70,320,53.333333333333336,12.133516482134198,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.4,4.3,26.9
726,Torracat,불꽃,,"['Blaze', 'Intimidate']",65,85,50,80,50,90,420,70.0,16.072751268321593,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,25.0,51.0
727,Incineroar,불꽃,악,"['Blaze', 'Intimidate']",95,115,90,80,90,60,530,88.33333333333333,16.499158227686106,7.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.8,83.0,25.6
728,Popplio,물,,"['Liquid Voice', 'Torrent']",50,54,54,66,56,40,320,53.333333333333336,7.71722460186015,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,7.5,46.9
729,Brionne,물,,"['Liquid Voice', 'Torrent']",60,69,69,91,81,50,420,70.0,13.316656236958783,7.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,17.5,48.6
730,Primarina,물,페어리,"['Liquid Voice', 'Torrent']",80,74,74,126,116,60,530,88.33333333333333,24.03931964280372,7.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.8,44.0,13.6
731,Pikipek,노말,비행,"['Keen Eye', 'Pickup', 'Skill Link']",35,75,30,30,30,65,265,44.16666666666666,18.57791400800663,7.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,1.2,13.3
732,Trumbeak,노말,비행,"['Keen Eye', 'Pickup', 'Skill Link']",55,85,50,40,50,75,355,59.16666666666666,15.65691185671328,7.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.6,14.8,41.1
733,Toucannon,노말,비행,"['Keen Eye', 'Sheer Force', 'Skill Link']",80,120,75,75,75,60,485,80.83333333333333,18.57791400800663,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.1,26.0,21.5
734,Yungoos,노말,,"['Adaptability', 'Stakeout', 'Strong Jaw']",48,70,30,30,30,45,253,42.16666666666666,14.496168076043023,7.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,6.0,37.5
735,Gumshoos,노말,,"['Adaptability', 'Stakeout', 'Strong Jaw']",88,110,60,55,60,45,418,69.66666666666667,22.261077142752,7.0,Medium Fast,1000000,1.0,127,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7,14.2,29.0
736,Grubbin,벌레,,['Swarm'],47,62,45,55,45,46,300,50.0,6.377042156569663,7.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,4.4,27.5
737,Charjabug,벌레,전기,['Battery'],57,82,95,55,75,36,400,66.66666666666667,19.48218559493661,7.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,10.5,42.0
738,Vikavolt,벌레,전기,['Levitate'],77,70,90,145,75,43,500,83.33333333333333,30.9874526578456,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.5,45.0,20.0
739,Crabrawler,격투,,"['Anger Point', 'Hyper Cutter', 'Iron Fist']",47,82,57,42,47,63,338,56.333333333333336,13.43709624716425,7.0,Medium Fast,1000000,0.0,225,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.6,7.0,19.4
740,Crabominable,격투,얼음,"['Anger Point', 'Hyper Cutter', 'Iron Fist']",97,132,77,62,67,43,478,79.66666666666667,28.470257384778865,7.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.7,180.0,62.3
741,Oricorio Baile Style,불꽃,비행,['Dancer'],75,70,70,98,70,93,476,79.33333333333333,11.657138966697142,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0.6,3.4,9.4
741,Oricorio Pom-Pom Style,전기,비행,['Dancer'],75,70,70,98,70,93,476,79.33333333333333,11.657138966697142,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.6,3.4,9.4
741,Oricorio Pa'u Style,에스퍼,비행,['Dancer'],75,70,70,98,70,93,476,79.33333333333333,11.657138966697142,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.6,3.4,9.4
741,Oricorio Sensu Style,고스트,비행,['Dancer'],75,70,70,98,70,93,476,79.33333333333333,11.657138966697142,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,0.6,3.4,9.4
742,Cutiefly,벌레,페어리,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",40,45,40,55,40,84,304,50.66666666666666,15.828946760778354,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,0.1,0.2,20.0
743,Ribombee,벌레,페어리,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",60,55,60,95,70,124,464,77.33333333333333,24.641879437701625,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,0.2,0.5,12.5
744,Rockruff,바위,,"['Keen Eye', 'Steadfast', 'Vital Spirit']",45,65,40,30,40,60,280,46.66666666666666,12.133516482134198,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,9.2,36.8
745,Lycanroc,바위,,"['Keen Eye', 'Sand Rush', 'Steadfast']",75,115,65,55,65,112,487,81.16666666666667,23.596727645068828,7.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,25.0,39.1
745,Lycanroc Midnight,바위,,"['Keen Eye', 'No Guard', 'Vital Spirit']",85,115,75,55,75,82,487,81.16666666666667,17.892425461319906,7.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.1,25.0,20.7
745,Lycanroc Dusk,바위,,['Tough Claws'],75,117,65,55,65,110,487,81.16666666666667,23.667253513850923,7.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,25.0,39.1
746,Wishiwashi,물,,['Schooling'],45,20,20,25,25,40,175,29.166666666666668,9.753916592266354,7.0,Fast,800000,0.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.2,0.3,7.5
746,Wishiwashi School,물,,['Schooling'],45,140,130,140,135,30,620,103.33333333333331,46.87453703475078,7.0,Fast,800000,0.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,8.2,78.6,1.2
747,Mareanie,독,물,"['Limber', 'Merciless', 'Regenerator']",50,53,62,43,52,45,305,50.833333333333336,6.148622248565572,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.4,8.0,50.0
748,Toxapex,독,물,"['Limber', 'Merciless', 'Regenerator']",50,63,152,53,142,35,495,82.5,46.42826007221607,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.7,14.5,29.6
749,Mudbray,땅,,"['Inner Focus', 'Own Tempo', 'Stamina']",70,100,70,45,55,45,385,64.16666666666667,19.02118701752221,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,110.0,110.0
750,Mudsdale,땅,,"['Inner Focus', 'Own Tempo', 'Stamina']",100,125,100,55,85,35,500,83.33333333333333,30.092450142112984,7.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.5,920.0,147.2
751,Dewpider,물,벌레,"['Water Absorb', 'Water Bubble']",38,40,52,40,72,27,269,44.833333333333336,14.147045235274003,7.0,Medium Fast,1000000,0.0,200,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.3,4.0,44.4
752,Araquanid,물,벌레,"['Water Absorb', 'Water Bubble']",68,70,92,50,132,42,454,75.66666666666667,29.786275736020144,7.0,Medium Fast,1000000,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.8,82.0,25.3
753,Fomantis,풀,,"['Contrary', 'Leaf Guard']",40,55,35,50,35,35,250,41.66666666666666,7.993052538854531,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.5,16.7
754,Lurantis,풀,,"['Contrary', 'Leaf Guard']",70,105,90,80,90,45,480,80.0,18.929694486000912,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,18.5,22.8
755,Morelull,풀,페어리,"['Effect Spore', 'Illuminate', 'Rain Dish']",40,35,55,65,75,15,285,47.5,19.94784867264304,7.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0.2,1.5,37.5
756,Shiinotic,풀,페어리,"['Effect Spore', 'Illuminate', 'Rain Dish']",60,45,80,90,100,30,405,67.5,24.790791301072527,7.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,1.0,11.5,11.5
757,Salandit,독,불꽃,"['Corrosion', 'Oblivious']",48,44,40,71,40,77,320,53.333333333333336,14.962917124975624,7.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,0.6,4.8,13.3
758,Salazzle,독,불꽃,"['Corrosion', 'Oblivious']",68,64,60,111,60,117,480,80.0,24.25558354963519,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,1.2,22.2,15.4
759,Stufful,노말,격투,"['Cute Charm', 'Fluffy', 'Klutz']",70,75,50,45,50,50,340,56.66666666666666,11.426091000668409,7.0,Medium Fast,1000000,0.0,140,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,0.5,6.8,27.2
760,Bewear,노말,격투,"['Fluffy', 'Klutz', 'Unnerve']",120,125,80,55,60,60,500,83.33333333333333,28.81936077631764,7.0,Medium Fast,1000000,1.0,70,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,2.1,135.0,30.6
761,Bounsweet,풀,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",42,30,38,30,38,32,210,35.0,4.58257569495584,7.0,Medium Slow,1059860,0.0,235,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,3.2,35.6
762,Steenee,풀,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",52,40,48,40,48,62,290,48.333333333333336,7.520342781785652,7.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,8.2,16.7
763,Tsareena,풀,,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",72,120,98,50,98,72,510,85.0,22.825424421026653,7.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,21.4,14.9
764,Comfey,페어리,,"['Flower Veil', 'Natural Cure', 'Triage']",51,52,90,82,110,100,485,80.83333333333333,22.453037408976293,7.0,Fast,800000,1.0,60,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.1,0.3,30.0
765,Oranguru,노말,에스퍼,"['Inner Focus', 'Symbiosis', 'Telepathy']",90,60,80,90,110,60,490,81.66666666666667,17.716909687891082,7.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.5,76.0,33.8
766,Passimian,격투,,"['Defiant', 'Receiver']",100,120,90,40,60,80,490,81.66666666666667,26.087459737497547,7.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,2.0,82.8,20.7
767,Wimpod,벌레,물,['Wimp Out'],25,35,40,20,30,80,230,38.333333333333336,19.72026594366539,7.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,12.0,48.0
768,Golisopod,벌레,물,['Emergency Exit'],75,125,140,60,90,40,530,88.33333333333333,34.960294939005045,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,108.0,27.0
769,Sandygast,고스트,땅,"['Sand Veil', 'Water Compaction']",55,55,80,70,45,15,320,53.333333333333336,20.548046676563253,7.0,Medium Fast,1000000,0.0,140,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,70.0,280.0
770,Palossand,고스트,땅,"['Sand Veil', 'Water Compaction']",85,75,110,100,75,35,480,80.0,23.80476142847617,7.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.3,250.0,147.9
771,Pyukumuku,물,,"['Innards Out', 'Unaware']",55,60,130,30,130,5,410,68.33333333333333,47.14045207910316,7.0,Fast,800000,1.0,60,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,1.2,13.3
772,Type: Null,노말,,['Battle Armor'],95,95,95,95,95,59,534,89.0,13.41640786499874,7.0,Slow,1250000,0.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.9,120.5,33.4
773,Silvally,노말,,['RKS System'],95,95,95,95,95,95,570,95.0,0.0,7.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.3,100.5,19.0
774,Minior Meteor Form,바위,비행,['Shields Down'],60,60,100,60,100,60,440,73.33333333333333,18.856180831641264,7.0,Medium Slow,1059860,0.0,30,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.3,40.0,444.4
774,Minior Core Form,바위,비행,['Shields Down'],60,100,60,100,60,120,500,83.33333333333333,24.267032964268395,7.0,Medium Slow,1059860,0.0,30,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.3,0.3,3.3
775,Komala,노말,,['Comatose'],65,115,65,75,95,65,480,80.0,18.929694486000912,7.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,19.9,124.4
776,Turtonator,불꽃,드래곤,['Shell Armor'],60,78,135,91,85,36,485,80.83333333333333,30.295305833669275,7.0,Medium Fast,1000000,1.0,70,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,2.0,212.0,53.0
777,Togedemaru,전기,강철,"['Iron Barbs', 'Lightning Rod', 'Sturdy']",65,98,63,40,73,96,435,72.5,20.02290355234891,7.0,Medium Fast,1000000,1.0,180,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.3,3.3,36.7
778,Mimikyu,고스트,페어리,['Disguise'],55,90,80,50,105,96,476,79.33333333333333,20.42601826647137,7.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0,0.2,0.7,17.5
779,Bruxish,물,에스퍼,"['Dazzling', 'Strong Jaw', 'Wonder Skin']",68,105,70,70,70,92,475,79.16666666666667,14.194091102364473,7.0,Medium Fast,1000000,1.0,80,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,0.9,19.0,23.5
780,Drampa,노말,드래곤,"['Berserk', 'Cloud Nine', 'Sap Sipper']",78,60,85,135,91,36,485,80.83333333333333,30.295305833669275,7.0,Medium Fast,1000000,1.0,70,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,185.0,20.6
